id,league_name,season,home_team,away_team,home_goals,away_goals
496,Premier League,1994/1995,Crystal Palace,Leeds,1,2
497,Premier League,1994/1995,Everton,Nott'm Forest,1,2
498,Premier League,1994/1995,Ipswich,Tottenham,1,3
499,Premier League,1994/1995,Arsenal,Blackburn,0,0
500,Premier League,1994/1995,Chelsea,Man City,3,0
501,Premier League,1994/1995,Leicester,QPR,1,1
502,Premier League,1994/1995,Man United,Wimbledon,3,0
503,Premier League,1994/1995,Sheffield Weds,Norwich,0,0
504,Premier League,1994/1995,Southampton,Liverpool,0,2
505,Premier League,1994/1995,West Ham,Newcastle,1,3
506,Premier League,1994/1995,Aston Villa,Ipswich,2,0
507,Premier League,1994/1995,Blackburn,Everton,3,0
508,Premier League,1994/1995,Liverpool,West Ham,0,0
509,Premier League,1994/1995,Man City,Crystal Palace,1,1
510,Premier League,1994/1995,Newcastle,Chelsea,4,2
511,Premier League,1994/1995,Norwich,Arsenal,0,0
512,Premier League,1994/1995,Nott'm Forest,Sheffield Weds,4,1
513,Premier League,1994/1995,QPR,Coventry,2,2
514,Premier League,1994/1995,Wimbledon,Leicester,2,1
515,Premier League,1994/1995,Leeds,Man United,2,1
516,Premier League,1994/1995,Tottenham,Southampton,1,2
517,Premier League,1994/1995,Coventry,Leeds,2,1
518,Premier League,1994/1995,Crystal Palace,Wimbledon,0,0
519,Premier League,1994/1995,Everton,QPR,2,2
520,Premier League,1994/1995,Leicester,Tottenham,3,1
521,Premier League,1994/1995,Man United,Liverpool,2,0
522,Premier League,1994/1995,Sheffield Weds,Man City,1,1
523,Premier League,1994/1995,Southampton,Nott'm Forest,1,1
524,Premier League,1994/1995,West Ham,Aston Villa,1,0
525,Premier League,1994/1995,Arsenal,Newcastle,2,3
526,Premier League,1994/1995,Chelsea,Blackburn,1,2
527,Premier League,1994/1995,Ipswich,Norwich,1,2
528,Premier League,1994/1995,Blackburn,Aston Villa,3,1
529,Premier League,1994/1995,Coventry,Southampton,1,3
530,Premier League,1994/1995,Crystal Palace,Chelsea,0,1
531,Premier League,1994/1995,Everton,Leicester,1,1
532,Premier League,1994/1995,Ipswich,Man United,3,2
533,Premier League,1994/1995,Man City,Norwich,2,0
534,Premier League,1994/1995,Newcastle,Liverpool,1,1
535,Premier League,1994/1995,QPR,Wimbledon,0,1
536,Premier League,1994/1995,Tottenham,Nott'm Forest,1,4
537,Premier League,1994/1995,West Ham,Arsenal,0,2
538,Premier League,1994/1995,Sheffield Weds,Leeds,1,1
539,Premier League,1994/1995,Arsenal,Crystal Palace,1,2
540,Premier League,1994/1995,Aston Villa,Newcastle,0,2
541,Premier League,1994/1995,Leeds,Man City,2,0
542,Premier League,1994/1995,Liverpool,Sheffield Weds,4,1
543,Premier League,1994/1995,Man United,Everton,2,0
544,Premier League,1994/1995,Norwich,Blackburn,2,1
545,Premier League,1994/1995,Southampton,Ipswich,3,1
546,Premier League,1994/1995,Wimbledon,Tottenham,1,2
547,Premier League,1994/1995,Chelsea,West Ham,1,2
548,Premier League,1994/1995,Nott'm Forest,QPR,3,2
549,Premier League,1994/1995,Leicester,Coventry,2,2
550,Premier League,1994/1995,Chelsea,Leicester,4,0
551,Premier League,1994/1995,Liverpool,Aston Villa,3,2
552,Premier League,1994/1995,Man City,Nott'm Forest,3,3
553,Premier League,1994/1995,Norwich,Leeds,2,1
554,Premier League,1994/1995,Sheffield Weds,Man United,1,0
555,Premier League,1994/1995,Southampton,Everton,2,0
556,Premier League,1994/1995,Tottenham,QPR,1,1
557,Premier League,1994/1995,West Ham,Crystal Palace,1,0
558,Premier League,1994/1995,Wimbledon,Arsenal,1,3
559,Premier League,1994/1995,Newcastle,Blackburn,1,1
560,Premier League,1994/1995,Coventry,Ipswich,2,0
561,Premier League,1994/1995,Arsenal,Chelsea,3,1
562,Premier League,1994/1995,Aston Villa,Norwich,1,1
563,Premier League,1994/1995,Blackburn,Liverpool,3,2
564,Premier League,1994/1995,Crystal Palace,Newcastle,0,1
565,Premier League,1994/1995,Everton,Coventry,0,2
566,Premier League,1994/1995,Leeds,Tottenham,1,1
567,Premier League,1994/1995,Leicester,Southampton,4,3
568,Premier League,1994/1995,Man United,West Ham,1,0
569,Premier League,1994/1995,QPR,Man City,1,2
570,Premier League,1994/1995,Ipswich,Sheffield Weds,1,2
571,Premier League,1994/1995,Nott'm Forest,Wimbledon,3,1
572,Premier League,1994/1995,Aston Villa,Nott'm Forest,0,2
573,Premier League,1994/1995,Crystal Palace,Everton,1,0
574,Premier League,1994/1995,Liverpool,Wimbledon,3,0
575,Premier League,1994/1995,Man City,Tottenham,5,2
576,Premier League,1994/1995,Newcastle,Sheffield Weds,2,1
577,Premier League,1994/1995,Norwich,QPR,4,2
578,Premier League,1994/1995,West Ham,Southampton,2,0
579,Premier League,1994/1995,Arsenal,Coventry,2,1
580,Premier League,1994/1995,Blackburn,Man United,2,4
581,Premier League,1994/1995,Chelsea,Ipswich,2,0
582,Premier League,1994/1995,Leeds,Leicester,2,1
583,Premier League,1994/1995,Coventry,Man City,1,0
584,Premier League,1994/1995,Everton,Arsenal,1,1
585,Premier League,1994/1995,Ipswich,Liverpool,1,3
586,Premier League,1994/1995,Leicester,Crystal Palace,0,1
587,Premier League,1994/1995,Man United,Newcastle,2,0
588,Premier League,1994/1995,Nott'm Forest,Blackburn,0,2
589,Premier League,1994/1995,QPR,Aston Villa,2,0
590,Premier League,1994/1995,Sheffield Weds,Chelsea,1,1
591,Premier League,1994/1995,Southampton,Leeds,1,3
592,Premier League,1994/1995,Tottenham,West Ham,3,1
593,Premier League,1994/1995,Wimbledon,Norwich,1,0
594,Premier League,1994/1995,QPR,Liverpool,2,1
595,Premier League,1994/1995,Everton,West Ham,1,0
596,Premier League,1994/1995,Ipswich,Leeds,2,0
597,Premier League,1994/1995,Coventry,Crystal Palace,1,4
598,Premier League,1994/1995,Sheffield Weds,Blackburn,0,1
599,Premier League,1994/1995,Southampton,Norwich,1,1
600,Premier League,1994/1995,Blackburn,Tottenham,2,0
601,Premier League,1994/1995,Crystal Palace,Ipswich,3,0
602,Premier League,1994/1995,Leeds,Wimbledon,3,1
603,Premier League,1994/1995,Liverpool,Nott'm Forest,1,0
604,Premier League,1994/1995,Man City,Southampton,3,3
605,Premier League,1994/1995,Newcastle,QPR,2,1
606,Premier League,1994/1995,Norwich,Everton,0,0
607,Premier League,1994/1995,West Ham,Leicester,1,0
608,Premier League,1994/1995,Arsenal,Sheffield Weds,0,0
609,Premier League,1994/1995,Aston Villa,Man United,1,2
610,Premier League,1994/1995,Chelsea,Coventry,2,2
611,Premier League,1994/1995,Nott'm Forest,Newcastle,0,0
612,Premier League,1994/1995,Liverpool,Chelsea,3,1
613,Premier League,1994/1995,Wimbledon,Aston Villa,4,3
614,Premier League,1994/1995,Man United,Man City,5,0
615,Premier League,1994/1995,Coventry,Norwich,1,0
616,Premier League,1994/1995,Ipswich,Blackburn,1,3
617,Premier League,1994/1995,Man United,Crystal Palace,3,0
618,Premier League,1994/1995,Nott'm Forest,Chelsea,0,1
619,Premier League,1994/1995,QPR,Leeds,3,2
620,Premier League,1994/1995,Sheffield Weds,West Ham,1,0
621,Premier League,1994/1995,Southampton,Arsenal,1,0
622,Premier League,1994/1995,Tottenham,Aston Villa,3,4
623,Premier League,1994/1995,Wimbledon,Newcastle,3,2
624,Premier League,1994/1995,Leicester,Man City,0,1
625,Premier League,1994/1995,Everton,Liverpool,2,0
626,Premier League,1994/1995,Leicester,Arsenal,2,1
627,Premier League,1994/1995,Tottenham,Chelsea,0,0
628,Premier League,1994/1995,Arsenal,Man United,0,0
629,Premier League,1994/1995,Blackburn,QPR,4,0
630,Premier League,1994/1995,Chelsea,Everton,0,1
631,Premier League,1994/1995,Crystal Palace,Southampton,0,0
632,Premier League,1994/1995,Leeds,Nott'm Forest,1,0
633,Premier League,1994/1995,Liverpool,Tottenham,1,1
634,Premier League,1994/1995,Man City,Wimbledon,2,0
635,Premier League,1994/1995,Newcastle,Ipswich,1,1
636,Premier League,1994/1995,Norwich,Leicester,2,1
637,Premier League,1994/1995,West Ham,Coventry,0,1
638,Premier League,1994/1995,Aston Villa,Sheffield Weds,1,1
639,Premier League,1994/1995,Coventry,Liverpool,1,1
640,Premier League,1994/1995,Ipswich,Man City,1,2
641,Premier League,1994/1995,Leicester,Aston Villa,1,1
642,Premier League,1994/1995,Man United,Norwich,1,0
643,Premier League,1994/1995,Nott'm Forest,Arsenal,2,2
644,Premier League,1994/1995,Sheffield Weds,Crystal Palace,1,0
645,Premier League,1994/1995,Southampton,Chelsea,0,1
646,Premier League,1994/1995,Tottenham,Newcastle,4,2
647,Premier League,1994/1995,Wimbledon,Blackburn,0,3
648,Premier League,1994/1995,Everton,Leeds,3,0
649,Premier League,1994/1995,QPR,West Ham,2,1
650,Premier League,1994/1995,Aston Villa,Everton,0,0
651,Premier League,1994/1995,Blackburn,Southampton,3,2
652,Premier League,1994/1995,Leeds,West Ham,2,2
653,Premier League,1994/1995,Newcastle,Leicester,3,1
654,Premier League,1994/1995,Norwich,Chelsea,3,0
655,Premier League,1994/1995,Nott'm Forest,Ipswich,4,1
656,Premier League,1994/1995,QPR,Man United,2,3
657,Premier League,1994/1995,Tottenham,Sheffield Weds,3,1
658,Premier League,1994/1995,Wimbledon,Coventry,2,0
659,Premier League,1994/1995,Liverpool,Crystal Palace,0,0
660,Premier League,1994/1995,Man City,Arsenal,1,2
661,Premier League,1994/1995,Ipswich,Wimbledon,2,2
662,Premier League,1994/1995,Arsenal,Leeds,1,3
663,Premier League,1994/1995,Coventry,Newcastle,0,0
664,Premier League,1994/1995,Crystal Palace,Norwich,0,1
665,Premier League,1994/1995,Everton,Tottenham,0,0
666,Premier League,1994/1995,Leicester,Blackburn,0,0
667,Premier League,1994/1995,Man United,Nott'm Forest,1,2
668,Premier League,1994/1995,Sheffield Weds,QPR,0,2
669,Premier League,1994/1995,West Ham,Man City,3,0
670,Premier League,1994/1995,Chelsea,Liverpool,0,0
671,Premier League,1994/1995,Southampton,Aston Villa,2,1
672,Premier League,1994/1995,Arsenal,Aston Villa,0,0
673,Premier League,1994/1995,Chelsea,Man United,2,3
674,Premier League,1994/1995,Coventry,Nott'm Forest,0,0
675,Premier League,1994/1995,Crystal Palace,QPR,0,0
676,Premier League,1994/1995,Everton,Sheffield Weds,1,4
677,Premier League,1994/1995,Leeds,Newcastle,0,0
678,Premier League,1994/1995,Leicester,Liverpool,1,2
679,Premier League,1994/1995,Man City,Blackburn,1,3
680,Premier League,1994/1995,Norwich,Tottenham,0,2
681,Premier League,1994/1995,Southampton,Wimbledon,2,3
682,Premier League,1994/1995,West Ham,Ipswich,1,1
683,Premier League,1994/1995,Nott'm Forest,Norwich,1,0
684,Premier League,1994/1995,Tottenham,Crystal Palace,0,0
685,Premier League,1994/1995,Aston Villa,Chelsea,3,0
686,Premier League,1994/1995,Ipswich,Arsenal,0,2
687,Premier League,1994/1995,Liverpool,Man City,2,0
688,Premier League,1994/1995,Man United,Leicester,1,1
689,Premier League,1994/1995,QPR,Southampton,2,2
690,Premier League,1994/1995,Sheffield Weds,Coventry,5,1
691,Premier League,1994/1995,Wimbledon,West Ham,1,0
692,Premier League,1994/1995,Arsenal,QPR,1,3
693,Premier League,1994/1995,Chelsea,Wimbledon,1,1
694,Premier League,1994/1995,Coventry,Tottenham,0,4
695,Premier League,1994/1995,Crystal Palace,Blackburn,0,1
696,Premier League,1994/1995,Everton,Ipswich,4,1
697,Premier League,1994/1995,Leeds,Liverpool,0,2
698,Premier League,1994/1995,Leicester,Sheffield Weds,0,1
699,Premier League,1994/1995,Man City,Aston Villa,2,2
700,Premier League,1994/1995,Norwich,Newcastle,2,1
701,Premier League,1994/1995,Southampton,Man United,2,2
702,Premier League,1994/1995,West Ham,Nott'm Forest,3,1
703,Premier League,1994/1995,Aston Villa,Leeds,0,0
704,Premier League,1994/1995,Blackburn,West Ham,4,2
705,Premier League,1994/1995,Ipswich,Leicester,4,1
706,Premier League,1994/1995,Liverpool,Norwich,4,0
707,Premier League,1994/1995,Newcastle,Man City,0,0
708,Premier League,1994/1995,Nott'm Forest,Crystal Palace,1,0
709,Premier League,1994/1995,Sheffield Weds,Southampton,1,1
710,Premier League,1994/1995,Tottenham,Arsenal,1,0
711,Premier League,1994/1995,Wimbledon,Everton,2,1
712,Premier League,1994/1995,Man United,Coventry,2,0
713,Premier League,1994/1995,Arsenal,Everton,1,1
714,Premier League,1994/1995,Aston Villa,QPR,2,1
715,Premier League,1994/1995,Blackburn,Nott'm Forest,3,0
716,Premier League,1994/1995,Chelsea,Sheffield Weds,1,1
717,Premier League,1994/1995,Crystal Palace,Leicester,2,0
718,Premier League,1994/1995,Leeds,Southampton,0,0
719,Premier League,1994/1995,Liverpool,Ipswich,0,1
720,Premier League,1994/1995,Man City,Coventry,0,0
721,Premier League,1994/1995,Norwich,Wimbledon,1,2
722,Premier League,1994/1995,West Ham,Tottenham,1,2
723,Premier League,1994/1995,Newcastle,Man United,1,1
724,Premier League,1994/1995,Coventry,Arsenal,0,1
725,Premier League,1994/1995,Everton,Crystal Palace,3,1
726,Premier League,1994/1995,Ipswich,Chelsea,2,2
727,Premier League,1994/1995,Nott'm Forest,Aston Villa,1,2
728,Premier League,1994/1995,Sheffield Weds,Newcastle,0,0
729,Premier League,1994/1995,Man United,Blackburn,1,0
730,Premier League,1994/1995,West Ham,Sheffield Weds,0,2
731,Premier League,1994/1995,Arsenal,Southampton,1,1
732,Premier League,1994/1995,Leeds,QPR,4,0
733,Premier League,1994/1995,Liverpool,Everton,0,0
734,Premier League,1994/1995,Aston Villa,Tottenham,1,0
735,Premier League,1994/1995,Chelsea,Nott'm Forest,0,2
736,Premier League,1994/1995,Crystal Palace,Man United,1,1
737,Premier League,1994/1995,Man City,Leicester,0,1
738,Premier League,1994/1995,Newcastle,Wimbledon,2,1
739,Premier League,1994/1995,Norwich,Coventry,2,2
740,Premier League,1994/1995,Blackburn,Ipswich,4,1
741,Premier League,1994/1995,Blackburn,Leeds,1,1
742,Premier League,1994/1995,Newcastle,Everton,2,0
743,Premier League,1994/1995,Coventry,Chelsea,2,2
744,Premier League,1994/1995,Everton,Norwich,2,1
745,Premier League,1994/1995,Ipswich,Crystal Palace,0,2
746,Premier League,1994/1995,Leicester,West Ham,1,2
747,Premier League,1994/1995,Man United,Aston Villa,1,0
748,Premier League,1994/1995,Nott'm Forest,Liverpool,1,1
749,Premier League,1994/1995,QPR,Newcastle,3,0
750,Premier League,1994/1995,Sheffield Weds,Arsenal,3,1
751,Premier League,1994/1995,Southampton,Man City,2,2
752,Premier League,1994/1995,Wimbledon,Leeds,0,0
753,Premier League,1994/1995,Tottenham,Blackburn,3,1
754,Premier League,1994/1995,Arsenal,Leicester,1,1
755,Premier League,1994/1995,Aston Villa,Wimbledon,7,1
756,Premier League,1994/1995,Chelsea,Tottenham,1,1
757,Premier League,1994/1995,Crystal Palace,Coventry,0,2
758,Premier League,1994/1995,Liverpool,QPR,1,1
759,Premier League,1994/1995,Man City,Man United,0,3
760,Premier League,1994/1995,Newcastle,Nott'm Forest,2,1
761,Premier League,1994/1995,Norwich,Southampton,2,2
762,Premier League,1994/1995,Blackburn,Sheffield Weds,3,1
763,Premier League,1994/1995,West Ham,Everton,2,2
764,Premier League,1994/1995,Coventry,West Ham,2,0
765,Premier League,1994/1995,Sheffield Weds,Aston Villa,1,2
766,Premier League,1994/1995,Arsenal,Nott'm Forest,1,0
767,Premier League,1994/1995,Aston Villa,Leicester,4,4
768,Premier League,1994/1995,Blackburn,Wimbledon,2,1
769,Premier League,1994/1995,Leeds,Everton,1,0
770,Premier League,1994/1995,Man City,Ipswich,2,0
771,Premier League,1994/1995,Norwich,Man United,0,2
772,Premier League,1994/1995,Blackburn,Norwich,0,0
773,Premier League,1994/1995,Coventry,Leicester,4,2
774,Premier League,1994/1995,Crystal Palace,Arsenal,0,3
775,Premier League,1994/1995,Everton,Man United,1,0
776,Premier League,1994/1995,Ipswich,Southampton,2,1
777,Premier League,1994/1995,Man City,Leeds,0,0
778,Premier League,1994/1995,Newcastle,Aston Villa,3,1
779,Premier League,1994/1995,Sheffield Weds,Liverpool,1,2
780,Premier League,1994/1995,Tottenham,Wimbledon,1,2
781,Premier League,1994/1995,West Ham,Chelsea,1,2
782,Premier League,1994/1995,QPR,Nott'm Forest,1,1
783,Premier League,1994/1995,Ipswich,Newcastle,0,2
784,Premier League,1994/1995,Aston Villa,Blackburn,0,1
785,Premier League,1994/1995,Leeds,Sheffield Weds,0,1
786,Premier League,1994/1995,Leicester,Everton,2,2
787,Premier League,1994/1995,Liverpool,Newcastle,2,0
788,Premier League,1994/1995,Man United,Ipswich,9,0
789,Premier League,1994/1995,Norwich,Man City,1,1
790,Premier League,1994/1995,Nott'm Forest,Tottenham,2,2
791,Premier League,1994/1995,Southampton,Coventry,0,0
792,Premier League,1994/1995,Wimbledon,QPR,1,3
793,Premier League,1994/1995,Arsenal,West Ham,0,1
794,Premier League,1994/1995,Chelsea,Crystal Palace,0,0
795,Premier League,1994/1995,Aston Villa,Coventry,0,0
796,Premier League,1994/1995,Wimbledon,Man United,0,1
797,Premier League,1994/1995,Blackburn,Arsenal,3,1
798,Premier League,1994/1995,Man City,Chelsea,1,2
799,Premier League,1994/1995,Newcastle,West Ham,2,0
800,Premier League,1994/1995,Norwich,Sheffield Weds,0,0
801,Premier League,1994/1995,Nott'm Forest,Everton,2,1
802,Premier League,1994/1995,QPR,Leicester,2,0
803,Premier League,1994/1995,Tottenham,Ipswich,3,0
804,Premier League,1994/1995,Chelsea,Leeds,0,3
805,Premier League,1994/1995,Coventry,Blackburn,1,1
806,Premier League,1994/1995,Leicester,Nott'm Forest,2,4
807,Premier League,1994/1995,Sheffield Weds,Wimbledon,0,1
808,Premier League,1994/1995,West Ham,Norwich,2,2
809,Premier League,1994/1995,Crystal Palace,Sheffield Weds,2,1
810,Premier League,1994/1995,Liverpool,Coventry,2,3
811,Premier League,1994/1995,Everton,Man City,1,1
812,Premier League,1994/1995,Leicester,Leeds,1,3
813,Premier League,1994/1995,Man United,Tottenham,0,0
814,Premier League,1994/1995,QPR,Norwich,2,0
815,Premier League,1994/1995,Southampton,West Ham,1,1
816,Premier League,1994/1995,Aston Villa,West Ham,0,2
817,Premier League,1994/1995,Blackburn,Chelsea,2,1
818,Premier League,1994/1995,Leeds,Coventry,3,0
819,Premier League,1994/1995,Man City,Sheffield Weds,3,2
820,Premier League,1994/1995,Nott'm Forest,Southampton,3,0
821,Premier League,1994/1995,QPR,Everton,2,3
822,Premier League,1994/1995,Tottenham,Leicester,1,0
823,Premier League,1994/1995,Wimbledon,Crystal Palace,2,0
824,Premier League,1994/1995,Liverpool,Man United,2,0
825,Premier League,1994/1995,Newcastle,Arsenal,1,0
826,Premier League,1994/1995,Norwich,Ipswich,3,0
827,Premier League,1994/1995,Wimbledon,Man City,2,0
828,Premier League,1994/1995,Man United,Arsenal,3,0
829,Premier League,1994/1995,Nott'm Forest,Leeds,3,0
830,Premier League,1994/1995,QPR,Chelsea,1,0
831,Premier League,1994/1995,Southampton,Newcastle,3,1
832,Premier League,1994/1995,Tottenham,Liverpool,0,0
833,Premier League,1994/1995,Arsenal,Norwich,5,1
834,Premier League,1994/1995,Chelsea,Newcastle,1,1
835,Premier League,1994/1995,Coventry,QPR,0,1
836,Premier League,1994/1995,Crystal Palace,Man City,2,1
837,Premier League,1994/1995,Everton,Blackburn,1,2
838,Premier League,1994/1995,Ipswich,Aston Villa,0,1
839,Premier League,1994/1995,Leicester,Wimbledon,3,4
840,Premier League,1994/1995,Sheffield Weds,Nott'm Forest,1,7
841,Premier League,1994/1995,Man United,Leeds,0,0
842,Premier League,1994/1995,Southampton,Tottenham,4,3
843,Premier League,1994/1995,Crystal Palace,Aston Villa,0,0
844,Premier League,1994/1995,QPR,Blackburn,0,1
845,Premier League,1994/1995,Leeds,Ipswich,4,0
846,Premier League,1994/1995,Leicester,Norwich,1,0
847,Premier League,1994/1995,Liverpool,Southampton,3,1
848,Premier League,1994/1995,Newcastle,Norwich,3,0
849,Premier League,1994/1995,Nott'm Forest,West Ham,1,1
850,Premier League,1994/1995,QPR,Arsenal,3,1
851,Premier League,1994/1995,Sheffield Weds,Leicester,1,0
852,Premier League,1994/1995,Liverpool,Leeds,0,1
853,Premier League,1994/1995,Wimbledon,Chelsea,1,1
854,Premier League,1994/1995,Ipswich,QPR,0,1
855,Premier League,1994/1995,Tottenham,Man City,2,1
856,Premier League,1994/1995,Arsenal,Liverpool,0,1
857,Premier League,1994/1995,Chelsea,Southampton,0,2
858,Premier League,1994/1995,Norwich,Nott'm Forest,0,1
859,Premier League,1994/1995,West Ham,Wimbledon,3,0
860,Premier League,1994/1995,Crystal Palace,Tottenham,1,1
861,Premier League,1994/1995,Everton,Newcastle,2,0
862,Premier League,1994/1995,Man City,Liverpool,2,1
